last_step,rcp_number,rcp_name,rcp_method,rcp_keyword,rcp_allergy,rcp_type,rcp_ingredient,rcp_ingredient_cnt,rcp_cooktime,rcp_picture
7,4257,오레오쿠키피자,굽기,간식,기타,빵,[재료] 또띠아 | 피자치즈 | 오레오쿠키 | 땅콩(or아몬드),4,15,https://recipe1.ezmember.co.kr/cache/recipe/2017/12/04/afe9c540908eea8f7efe14c34c68c2161.jpg
8,4258,부추계란덮밥,볶음,일상,채소류,밥/죽/떡,[부추 계란덮밥 재료] 밥 | 부추 | 통조림 햄 슬라이스 | 양파 | 대파 약간 | 청양고추 | 홍고추 | 계란 | 다진 마늘 술 | 참기름 약간 | 통깨 약간 | 김가루 조금 | 식용유 적당량 | 멸치 다시마 육수 [양념 재료] 굴 소스 술 | 간장 술 | 후춧가루 약간,17,30,https://recipe1.ezmember.co.kr/cache/recipe/2018/08/30/63b31660e6e595011dee435738f80ff51.jpg
9,4259,오징어마늘대볶음,볶음,일상,해물류,메인반찬,[재료] 오징어 | 마늘대 | 양파 | 식용유 약간 [양념] 고추가루 | 진간장 | 맛술 | 매실청 | 다진마늘 | 참기름 약간 | 깨소금 약간,11,15,https://recipe1.ezmember.co.kr/cache/recipe/2019/04/20/61a69ab43d7d817f9dbb7289e87e2ca11.jpg
10,4260,들깨두유파스타,볶음,일상,가공식품류,면/만두,[재료] 두유 | 파스타 | 다진마늘 | 청양고추 | 당근 | 양파 | 파마산치즈가루 | 들깨가루 [양념] 소금,9,15,https://recipe1.ezmember.co.kr/cache/recipe/2016/06/09/b1880e2238376b1f6301bb8cb6ee21811.jpg
6,4261,브로콜리피자,굽기,일상,채소류,빵,[재료] 브로콜리 | 치즈 | 버터 | 다진마늘 | 파슬리 | 또띠아,6,10,https://recipe1.ezmember.co.kr/cache/recipe/2016/09/27/4135b5db6d8c2b328e392bb7c6c663bd1.jpg
6,4262,차돌박이비빔면,비빔,야식,밀가루,면/만두,[주재료] 차돌박이 | 비빔 라면 | 물 | 대파 또는 파절이 | 삶은계란,5,10,https://recipe1.ezmember.co.kr/cache/recipe/2020/08/25/fd1674514412af717f2100f528eeebe71.jpg
10,4263,소고기말이주먹밥,조림,도시락,소고기,밥/죽/떡,[재료] 소고기 | 깻잎 | 당근 | 대파 | 식용유 | 소금 약간 | 밥 | 통깨 [소고기양념] 간장 | 설탕 | 참기름 | 간마늘 | 후춧가루 약간,13,30,https://recipe1.ezmember.co.kr/cache/recipe/2020/12/29/f660ec557f0e638bd199f99e03678a781.jpg
6,4264,홀리몰리과카몰리,기타,다이어트,채소류,샐러드,[재료] 아보카도 | 방울토마토 | 양파 | 레몬즙 | 소금 톡톡 | 후추 톡톡,6,15,https://recipe1.ezmember.co.kr/cache/recipe/2023/07/04/21556df4b714cab8657a69e5d89d7f6e1.jpg
5,4265,너겟,부침,일상,해물류,디저트,[재료] 생새우 or 칵테일새우 | 다진 양파 | 밀가루 | 계란 | 소금 약간 | 후추 약간 [초간단 타르타르소스] 마요네즈 | 레몬즙 | 올리고당,9,30,https://recipe1.ezmember.co.kr/cache/recipe/2017/05/23/7d800b0f296edff7cdfbc284811850741.jpg
6,4266,가지말이쌈밥,기타,일상,채소류,밥/죽/떡,[가지 쌈밥 재료] 가지 (큰 것) | 통조림 햄 | 밥 | 소금 약간 [밥 밑간] 들기름 | 소금~ 꼬집 | 깨소금,7,15,https://recipe1.ezmember.co.kr/cache/recipe/2017/07/17/4ec743c96cb826dbb230fbecf93507281.jpg
5,4267,너비아니스파게티,볶음,일상,밀가루,면/만두,[재료] 파스타 | 너비아니 | 양파 | 통마늘 | 바질 약간 [양념] 토마토소스 | 파스타 삶은물 | 올리브유 | 후춧가루 약간 | 설탕 | 케첩 | 파마산치즈가루 약간 | 장식용 바질 약간,13,30,https://recipe1.ezmember.co.kr/cache/recipe/2015/06/08/5ceb9f22e1c4b9b2dadf225d359e9fb4.jpg
7,4268,아보카도참치마요덮밥,기타,초스피드,과일류,밥/죽/떡,[재료] 밥 | 아보카도 | 캔참치 | 상추 | 계란 | 마요네즈 | 후추 조금 | 간장 | 설탕 | 참기름 | 깨소금 조금,11,10,https://recipe1.ezmember.co.kr/cache/recipe/2022/08/17/de27d9f8b9d6d4be776d3848a4bdf17a1.jpg
5,4269,배추채소볶음,볶음,일상,채소류,메인반찬,[재료] 알배기배추 | 팽이버섯 | 양파 | 다진마늘 | 고추가루 | 진간장 | 크래미,7,15,https://recipe1.ezmember.co.kr/cache/recipe/2018/07/06/cfbeea946177edd6de56e37f3e670d361.jpg
5,4270,견과류라떼,기타,일상,콩/견과류,차/음료/술,[재료] 아메리카노 | 찬물 | 견과류() | 우유 | 올리고당~ | 얼음,6,15,https://recipe1.ezmember.co.kr/cache/recipe/2015/07/01/348149af384770fb92ea55ae206a23621.jpg
4,4271,스팸까르보불닭,끓이기,일상,육류,기타,[재료] 스팸 | 계란 | 까르보 불닭볶음면 | 피자치즈,4,30,https://recipe1.ezmember.co.kr/cache/recipe/2019/07/28/13c19dcaa471ac390c212efc5fcb0e451.jpg
4,4272,치즈두부구이,굽기,다이어트,콩/견과류,메인반찬,[재료] 두부 | 소금 | 모짜렐라치즈 | 연두 | 올리브오일,5,15,https://recipe1.ezmember.co.kr/cache/recipe/2021/03/28/6101bba7476ac07c0b0cf56e7429c7c51.jpg
6,4273,식빵크러스트,굽기,간식,가공식품류,빵,[재료] 식빵~ | 버터 | 설탕,3,10,https://recipe1.ezmember.co.kr/cache/recipe/2022/05/22/495fc4856af321849d163312f3fdcf281.jpg
8,4274,콩나물굴죽,끓이기,영양식,해물류,밥/죽/떡,[재료] 불린 쌀 | 굴 | 물 | 콩나물 | 참기름 | 간장 | 소금 약간,7,30,https://recipe1.ezmember.co.kr/cache/recipe/2019/02/18/e9b16a928c9774acc8ea0059fa729f8d1.jpg
11,4275,감자채지짐,부침,일상,채소류,밑반찬,[재료] 감자 | 소금 | 모짜렐라치즈 | 계란 | 식용유 적당,5,15,https://recipe1.ezmember.co.kr/cache/recipe/2021/07/14/3b42387d15fc8ca9ac5f5ee80f24c3b91.jpg
5,4276,김치짜장면,볶음,간식,밀가루,면/만두,[재료] 토마토 | 김치 | 자장가루 | 햄 | 깨,5,15,https://recipe1.ezmember.co.kr/cache/recipe/2015/07/02/6120f623940d802f98e61492d534d9351.jpg
6,4277,파기름파스타,볶음,일상,채소류,면/만두,[재료] 스파게티면 | 대파 [부재료] 간장 | 굴소스 | 설탕 | 치즈가루 조금,6,15,https://recipe1.ezmember.co.kr/cache/recipe/2019/10/23/ca02973e72187967b7cc32ae2544c3df1.jpg
9,4278,배추나물된장무침,무침,일상,채소류,밑반찬,[재료] 배춧잎 | 다진파 줌 | 물 | 소금 [양념] 된장 | 참기름 | 고춧가루. | 마늘가루 | 통깨,9,10,https://recipe1.ezmember.co.kr/cache/recipe/2021/02/07/4d6b2e878d8bb40b80374318891791da1.jpg
8,4279,황태해장라면,끓이기,해장,밀가루,면/만두,[재료] 짬뽕 라면 | 자른 황태 | 자른 건미역 | 건새우 [양념] 채썬 파 | 다진마늘 | 고추가루 | 쌈장,8,10,https://recipe1.ezmember.co.kr/cache/recipe/2020/01/02/c874a2df00313c9867ffce67ea271b291.jpg
6,4280,아바쉐이크,기타,다이어트,과일류,차/음료/술,[재료] 아보카도.~ | 바나나 | 우유 | 시럽 적당히,4,5,https://recipe1.ezmember.co.kr/cache/recipe/2020/04/21/6e262f8578e08a6ea4548756b10677df1.jpg
6,4281,명란김치밥,볶음,초스피드,해물류,밥/죽/떡,[재료] 밥 | 김치 | 명란 [양념] 참기름(듬뿍),4,15,https://recipe1.ezmember.co.kr/cache/recipe/2015/07/22/bbd4c5bbaecd3d0a8eabac08e7e987511.jpg
6,4282,부카케우동,비빔,일상,기타,면/만두,[재료] 우동면 | 물 적당량 | 찬물 적당량 [소스~] 물 | 간장 | 미림 | 설탕 | 소금 [토핑] 달걀 | 무 간 것 | 레몬 | 쪽파 약간 | 김 약간 | 깨소금 약간,14,30,https://recipe1.ezmember.co.kr/cache/recipe/2021/11/26/9a8c2720f6a0b692476f6e5e5966f9c51.jpg
3,4283,섬초겉절이,무침,일상,채소류,밑반찬,[재료] 섬초 시금치 [양념] 간장 적당히 | 다진마늘 조금 | 매실액 조금 | 고춧가루 적당히 | 깨소금 | 참기름 적당히 | 식초 적당히,8,30,https://recipe1.ezmember.co.kr/cache/recipe/2021/01/29/b14cc10158f5743113020957b2b4b0991.jpg
5,4284,백김치크림파스타,볶음,일상,가공식품류,면/만두,[재료] 백김치 | 버섯 | 파프리카 | 새우 | 시판크림소스 | 파스타면,6,30,https://recipe1.ezmember.co.kr/cache/recipe/2016/06/05/2924382ebd07a3317c6a6fbbd12535251.jpg
9,4285,크래미마요덮밥,기타,일상,기타,밥/죽/떡,[재료] 양파 적당량 | 크레미(맛살) | 달걀 [양념] 간장 | 굴소스 티스푼 | 올리고당 | 마요네즈 취향껏 | 김가루,8,15,https://recipe1.ezmember.co.kr/cache/recipe/2019/03/08/b255ac1d2224f46bac33d37c91fb8dea1.jpg
10,4286,깻잎쌈,볶음,일상,가공식품류,밑반찬,[재료] 양파 | 대파 | 청양고추 | 참치캔 | 된장 | 고추장 | 고춧가루 | 다진마늘 | 간장 | 설탕 | 깻잎 적당량,11,30,https://recipe1.ezmember.co.kr/cache/recipe/2022/02/19/d4c5a9b5f4ba9cbf14ef6ef5f7a9d6901.jpg
10,4287,당면,튀김,간식,가공식품류,면/만두,[재료] 당면 [양념] 마요네즈 | 간장 | 청양고추 약간,4,5,https://recipe1.ezmember.co.kr/cache/recipe/2016/11/17/9e39ea19c624b03059d1a95ec42bf0181.jpg
8,4288,곰피쌈밥,기타,영양식,채소류,밥/죽/떡,[재료] 곰피 적당량 | 밥 적당량 | 채소 적당량 | 고추장 양념 적당량,4,5,https://recipe1.ezmember.co.kr/cache/recipe/2018/03/22/ff87afb0e49267458c0d1056c712dc7b1.jpg
12,4289,자색고구마크림치즈스프레드,삶기,일상,채소류,기타,[재료] 크림치즈 | 자색고구마 | 마가린 | 소금(완성 후 용량 : 약 기준),4,30,https://recipe1.ezmember.co.kr/cache/recipe/2018/08/08/f3a002238a5a46cffda6de008955937f1.jpg
8,4290,리챔덮밥,볶음,일상,가공식품류,밥/죽/떡,[재료] 리챔 | 양파 | 대파 | 계란 | 식용유 | 밥 | 후춧가루 [덮밥소스] 간장 | 물 | 설탕 | 맛술 | 다진 마늘,12,10,https://recipe1.ezmember.co.kr/cache/recipe/2020/08/19/89e3c34475b24f370a60853f8ca050061.jpg
9,4291,갈비또띠아말이,굽기,간식,가공식품류,빵,[재료] 브라바소스/토마토소스 | 갈비산적 | 반숙달걀 | 청상추 | 피클 | 피자치즈 | 또띠아,7,15,https://recipe1.ezmember.co.kr/cache/recipe/2017/10/07/91c2aa69d99a15004b9cb61375482cc41.jpg
4,4292,딸기인절미샌드위치,기타,간식,밀가루,빵,[재료] 딸기() | 찹쌀가루 | 따뜻한물 | 잡곡식빵 | 전분가루 적당량 | 포도씨유 약간 [양념] 황설탕 | 꿀이나시럽 약간 | 콩가루 약간 | 슈거파우더 약간,10,30,https://recipe1.ezmember.co.kr/cache/recipe/2015/06/08/6ee3ca9fe1d958e807c595ef378fa1bc.jpg
4,4293,소세지부대찌개,끓이기,일상,가공식품류,찌개,[재료] 소세지 | 라면 | 다진마늘 | 김치 | 김치국물 | 다진 파 | 양파 | 쌈장 | 고춧가루 | 케찹,10,15,https://recipe1.ezmember.co.kr/cache/recipe/2019/06/28/3303f238b97e090f25c181fa4f63f49a1.jpg
10,4294,가지크림파스타,끓이기,일상,채소류,면/만두,[재료] 가지 | 양파 | 마늘 | 새송이버섯 | 새우 | 청양고추 | 우유 | 생크림 | 동남아고추 또는 페페론치노 | 화이트와인 | 버터 | 큐브 치킨스톡 | 밀가루 | 홍합육수 또는 면수,14,30,https://recipe1.ezmember.co.kr/cache/recipe/2022/09/10/03882ea3f7c0fdbeb62ed430d027773d1.jpg
6,4295,다짐소고기김치볶음밥,볶음,일상,소고기,밥/죽/떡,[재료] 소고기 | 양파 | 당근 | 토마토 [양념] 고기양념 간장 | 미향 | 다진마늘 | 볶음밥 양념 간장 | 매실청 | 참기름 | 통깨 적당량,11,10,https://recipe1.ezmember.co.kr/cache/recipe/2020/06/30/4662a6ff0bbccfb95b61a8c9aac1a7871.jpg
8,4296,오트밀미역새우죽,끓이기,일상,곡류,밥/죽/떡,[재료] 오트밀 | 미역 | 칵테일새우 | 들기름 | 물 [양념] 다진마늘. | 어간장,7,30,https://recipe1.ezmember.co.kr/cache/recipe/2022/09/18/03d78c1f48cc249acf9092424d5ad4b71.jpg
6,4297,청경채바질페스토푸실리파스타,기타,일상,채소류,면/만두,[재료] 청경채 | 새송이버섯 | 양파 | 푸실리 [양념] 바질페스토 | 올리브유,6,10,https://recipe1.ezmember.co.kr/cache/recipe/2021/04/26/2401be068e97aafecd949f83f13220ff1.jpg
7,4298,오크라튀김,튀김,일상,채소류,밑반찬,[재료] 오크라 | 계란 | 빵가루 | 밀가루 | 식용유,5,30,https://recipe1.ezmember.co.kr/cache/recipe/2020/06/30/ecdce51bd026fb34363d46fb7bea546f1.jpg
6,4299,표고버섯버터볶음,볶음,일상,버섯류,밑반찬,[재료] 양파 | 청양고추 | 표고버섯 | 식용유 | 간장. | 설탕. | 버터 | 후춧가루,8,10,https://recipe1.ezmember.co.kr/cache/recipe/2022/10/19/bf890255a5333e04b9e416992c3d3b861.jpg
9,4300,수란샐러드,기타,일상,달걀/유제품,샐러드,[재료] 달걀 | 아스파라거스 | 양송이버섯 | 그라나파다노치즈 적당량 [양념] 오일 약간 | 통후추 약간 | 실란트로(혹은 파슬리) 약간 | 발사믹크림 적당량,8,15,https://recipe1.ezmember.co.kr/cache/recipe/2015/12/15/3e9b97196be010511b47daca4dd232b11.jpg
7,4301,바질페스토페스타,볶음,초스피드,밀가루,양식,[재료] 방울토마토 | 파스타면 | 올리브오일 | 다진 마늘 | 바질페스토. | 바질잎 | 라임청 | 면수 | 소금.,9,15,https://recipe1.ezmember.co.kr/cache/recipe/2020/11/28/655abc0b8ec52a5b2b5f0a2f40067e1c1.jpg
3,4302,자두미숫가루토스트,조림,간식,과일류,빵,[재료] 식빵 | 자두 [양념] 설탕 | 시나몬가루 | 미숫가루 약간,5,15,https://recipe1.ezmember.co.kr/cache/recipe/2015/06/08/8b1d7e951b84608a6237b8c015b795c2.jpg
6,4303,명태또띠아,굽기,초스피드,해물류,빵,[재료] 또띠아 | 명태살 | 야채 [양념] 요플레 | 케찹 | 머스타드 | 사워크림 | 크림치즈 | 돈가스소스 | 발사믹소스 | 토마토소스 | 홀그레인머스타드,12,30,https://recipe1.ezmember.co.kr/cache/recipe/2015/05/15/ac35f0b770e79cb181f002f5367bf56c1.jpg
8,4304,곶감꽃,기타,기타,과일류,디저트,[재료] 곶감 | 잣 등,2,10,https://recipe1.ezmember.co.kr/cache/recipe/2018/02/14/17894f65c457bc16ecc76b93b5597b2a1.jpg
14,4305,문어전복내장죽,끓이기,일상,해물류,밥/죽/떡,[재료] 밥 | 작은 전복 내장 | 문어 적당량 [양념] 참기름 | 소금,5,30,https://recipe1.ezmember.co.kr/cache/recipe/2020/08/21/dc9be94728bb4d601c3dff741e5ac6321.jpg
5,4306,하얀라볶이,끓이기,간식,가공식품류,면/만두,[재료] 밀떡 | 버터 | 다진마늘 | 우유 | 물 | 사리곰탕라면 | 슬라이스체다치즈 | 후추 약간,8,10,https://recipe1.ezmember.co.kr/cache/recipe/2023/02/20/7289f03d31e64fe4139dc6cdc89b7ae01.jpg
4,4307,바질팽이버섯파스타,비빔,다이어트,버섯류,면/만두,[재료] 팽이버섯 | 파프리카 조금 | 깻잎~ | 블랙 올리브~ [소스] 바질 페스토 술 | 후추 약간,6,5,https://recipe1.ezmember.co.kr/cache/recipe/2020/11/04/79bba8381878a73cc29f809769b728451.jpg
4,4308,순대강정,볶음,간식,가공식품류,밑반찬,[재료] 순대 | 견과류 선택 [닭강정소스] 고추장. | 케찹. | 다진마늘. | 맛술 | 올리고당 | 식용유 | 후추,9,15,https://recipe1.ezmember.co.kr/cache/recipe/2021/04/15/22fc04216d7a8d46764cb51efbf0e9091.jpg
10,4309,페스츄리,굽기,간식,가공식품류,과자,[재료] 호이또 냉동생지,1,15,https://recipe1.ezmember.co.kr/cache/recipe/2019/05/25/a5c3d4c5b511439b13872857ee276af11.jpg
7,4310,간장회덮밥,기타,일상,해물류,밥/죽/떡,[재료] 밥 | 생선회 [양념] 진간장 | 맛술 | 소금. | 설탕 | 식초 | 생강가루 | 다진파 | 통깨 | 참기름,11,30,https://recipe1.ezmember.co.kr/cache/recipe/2020/07/15/77aa053afc25d77a9de1b63519cc0b321.jpg
5,4311,베이컨말이스틱,굽기,술안주,가공식품류,과자,[재료] 스틱형과자 | 베이컨,2,10,https://recipe1.ezmember.co.kr/cache/recipe/2020/06/05/1a293da1cdd843e5b80b2b1838b35ad31.jpg
10,4312,감태라이스볼,기타,초스피드,해물류,밥/죽/떡,[재료] 밥. | 명란젓. | 볶은감태 | 깨소금 | 참기름.,5,15,https://recipe1.ezmember.co.kr/cache/recipe/2016/12/19/caa61376c8a7c7e695485b8bf59b47281.jpg
6,4313,귀리바나나쉐이크,기타,초스피드,곡류,차/음료/술,[재료] 우유() | 바나나 | 귀리파우더 | 꿀 등,4,5,https://recipe1.ezmember.co.kr/cache/recipe/2018/09/28/587e3b5eae7c0a9e4ea2cd6e876920af1.jpg
8,4314,소세지롤토스트,굽기,간식,기타,빵,[재료] 식빵 | 브랏비엔나 | 버터 | 계란 | 우유,5,15,https://recipe1.ezmember.co.kr/cache/recipe/2019/05/03/62dfcce9ce06c392ed4bde954801a7a91.jpg
3,4315,떡오픈샌드위치,기타,간식,쌀,빵,[재료] 백설기 | 슬라이스햄 | 슬라이스치즈 | 새싹 적당량 | 피자치즈 적당량 | 포도씨유 약간 | 파마산치즈가루(생략가능) 약간 [양념] 허니머스타드 약간,8,30,https://recipe1.ezmember.co.kr/cache/recipe/2015/06/08/9651520e5dbd052aae9be0dd3896d2f3.jpg
8,4316,울금해독쥬스,기타,일상,과일류,차/음료/술,[재료] 귤 | 당근 | 생수 | 울금가루,4,10,https://recipe1.ezmember.co.kr/cache/recipe/2020/11/30/e1fe2b6b61feb8afa2fc9229c4baa2331.jpg
5,4317,콩나물냉칼국수,끓이기,일상,채소류,면/만두,[재료] 콩나물 | 칼국수면 | 오이 ( 고명용 ) 약간 | 토판염 ( 천일염 ) 취향껏 | 채식조미료 ( 다른 것으로 대체 가능 ) 취향껏 | 식초 취향껏,6,30,https://recipe1.ezmember.co.kr/cache/recipe/2017/08/07/d7182cd5de0edeb92f9efac888c6759b1.jpg
6,4318,혈관애주스,기타,초스피드,채소류,차/음료/술,[재료] 양파 | 파프리카 | 토마토 | 물 ml 등,4,5,https://recipe1.ezmember.co.kr/cache/recipe/2019/12/27/be1f492103252d0af0d2bfa0204a7a9d1.jpg
6,4319,부챗살짜파구리,끓이기,일상,가공식품류,면/만두,[재료] 짜파게티 | 너구리 | 부챗살 | 굵은 후추 | 소금 | 물 | 쪽파 | 계란프라이,8,15,https://recipe1.ezmember.co.kr/cache/recipe/2020/02/19/06e33e339d790bd14f0cd1800781cd221.jpg
5,4320,오리주물럭누드김밥,볶음,도시락,쌀,밥/죽/떡,[재료] 흙애서 쌀 적당량 | 흙애서 현미찹쌀 적당량 | 참기름 약간 | 소금 약간 | 갖가지 채소 적당량 | 오리 주물럭 | 김밥 김 | 상추 | 깻잎,9,30,https://recipe1.ezmember.co.kr/cache/recipe/2016/07/07/0c32aa499fa6d3f92ed7fd84339471ff1.jpg
7,4321,홍합로제스튜,끓이기,일상,해물류,찌개,[재료] 홍합 | 양파 | 토마토 | 우유 | 케첩 | 천연 소금 | 마늘 | 파슬리 가루 | 청량고추,9,30,https://recipe1.ezmember.co.kr/cache/recipe/2017/10/29/2f4a930e325d1f401508c3eec8f48e171.jpg
7,4322,초코음료,기타,초스피드,가공식품류,차/음료/술,[재료] 물 | 무가당 코코아파우더 | 코코넛슈거- [양념] 소금,4,5,https://recipe1.ezmember.co.kr/cache/recipe/2015/09/09/38d69455669db164ead2deaba553e0cc1.jpg
6,4323,지중해식고등어구이,굽기,다이어트,해물류,메인반찬,[재료] 고등어 | 큐민가루 톡톡톡톡 | 레몬 | 소금 약간 | 후추,5,30,https://recipe1.ezmember.co.kr/cache/recipe/2020/08/15/97c278bf4314e07bf184db00424a545d1.jpg
6,4324,율무가루수제비,끓이기,일상,콩/견과류,면/만두,[재료] 밀가루 | 생율무가루 | 새우 | 소금 약간 | 낙지 | 대파 | 국간장 | 다진마늘 | 후추가루 약간 | 애호박,10,30,https://recipe1.ezmember.co.kr/cache/recipe/2016/02/18/6132cbf88a8f959521520debdda83f3a1.jpg
7,4325,두부볶음밥오므라이스,볶음,다이어트,채소류,밥/죽/떡,[재료] 두부 | 잡곡밥 | 표고버섯 | 양파 | 파프리카 | 당근 | 달걀 | 올리브유 | 소금 | 굴소스 | 후춧가루 약간 | 케찹 취향껏 | 돈가스소스 취향껏 | 파슬리가루 약간,14,30,https://recipe1.ezmember.co.kr/cache/recipe/2020/09/10/99934b6dfbf146a8773f2631c8c6ee451.jpg
4,4326,냉이볶음밥,볶음,일상,쌀,밥/죽/떡,[재료] 냉이 | 자투리야채 | 올리브유 | 버터 | 소금 약간 | 밥,6,30,https://recipe1.ezmember.co.kr/cache/recipe/2015/06/08/0aa68019fc4a16500b35153d469c076d.jpg
7,4327,양배추장떡,부침,초스피드,채소류,메인반찬,[재료] 양배추 | 청양고추 | 양파 | 부침가루 | 고추장 | 된장 | 물,7,15,https://recipe1.ezmember.co.kr/cache/recipe/2019/03/26/f46a725cc43d817a74bfc20c66d712eb1.jpg
3,4328,들깨우유,기타,간식,달걀/유제품,차/음료/술,[재료] 우유 | 들깨가루 | 소금 약간,3,10,https://recipe1.ezmember.co.kr/cache/recipe/2017/11/18/e6a044b3476a0604f0a7fd67c5b165d81.jpg
4,4329,허니아몬드,볶음,간식,콩/견과류,디저트,[재료] 구운아몬드 | 생수 | 허니파우더,3,10,https://recipe1.ezmember.co.kr/cache/recipe/2015/07/09/9996636186ae909ff91847fd2d3634001.jpg
7,4330,카이피리냐,기타,기타,기타,차/음료/술,[재료] 카샤샤(or 화이트럼)+() | 라임 | 설탕+,3,10,https://recipe1.ezmember.co.kr/cache/recipe/2018/05/18/dc55198ce424f97b5c092e90ccb092281.jpg
5,4331,고구마말랭이칩,굽기,초스피드,채소류,과자,[재료] 고구마(소)() [시즈닝] 포도씨유/카놀라유 | 소금(생략가능) 톡톡,3,10,https://recipe1.ezmember.co.kr/cache/recipe/2017/03/06/3f328cf8393dcaaf4b7dcce00f86fbf31.jpg
5,4332,에그드랍미스터에그,볶음,초스피드,달걀/유제품,디저트,[재료] 미니밤식빵 | 달걀 | 우유 종이컵 | 무염버터 [양념] 갈릭디핑소스 | 핫소스 | 꿀 조금,7,5,https://recipe1.ezmember.co.kr/cache/recipe/2020/12/22/efdd65d5e5c1e9c940603bab0f71506a1.jpg
8,4333,가지롤라티니,굽기,일상,채소류,양식,[재료] 가지 | 체다치즈 | 모짜렐라치즈 | 소고기불고기용 | 토마토스파게티소스,5,30,https://recipe1.ezmember.co.kr/cache/recipe/2021/10/29/f9ae2f91075e1c1dc369cfbcb8897b481.jpg
17,4334,베이컨볶음말이,볶음,일상,가공식품류,메인반찬,[재료] 베이컨(차돌박이) | 찬밥 | 아스파라거스 | 올리브유 적당량 | 소금 | 굴소스 [볶음재료] 양파 | 마늘 | 쪽파 | 흰대파 | 참기름 | 올리브유 | 소금 | 양배추(알배추) | 홍고추 | 맛간장(불고기양념장) | 굴소스 | 흑후추 약간,18,30,https://recipe1.ezmember.co.kr/cache/recipe/2017/12/19/8d050e71041fd06b6275f1253d06514d1.jpg
4,4335,바게트치즈피자,굽기,간식,밀가루,빵,[재료] 바게트 | 피자치즈 적당량 | 크림치즈 적당량,3,5,https://recipe1.ezmember.co.kr/cache/recipe/2016/06/19/cb965cc8abb859d2fe1083f41c2fc2141.jpg
7,4336,바지락쑥칼국수,끓이기,일상,밀가루,면/만두,[재료] 쑥 | 밀가루 | 달걀 | 바지락 | 호박 | 양파 [양념] 간장 | 대파 | 마늘 약간,9,30,https://recipe1.ezmember.co.kr/cache/recipe/2015/05/16/a9783434ace12aacb472c742af4e73d4.jpg
11,4337,밥달걀말이,부침,일상,쌀,밥/죽/떡,[재료] 찬밥 | 달걀 | 크래미 | 파프리카 | 전분가루 또는 밀가루 | 후춧가루 적당량,6,15,https://recipe1.ezmember.co.kr/cache/recipe/2019/08/07/8455049a079f65a3cde5a6c4632e285e1.jpg
12,4338,가지육회,기타,일상,채소류,메인반찬,[재료] 가지 | 참기름 듬뿍 | 다진마늘. | 소금. | 설탕 | 연두 | 노른자,7,30,https://recipe1.ezmember.co.kr/cache/recipe/2023/04/08/9ed416ec8008d1f7de53cca77006c7481.jpg
9,4339,김치계란샌드위치,기타,일상,밀가루,빵,[재료()] 핫도그빵 | 다진 김치 | 달걀 | 다진햄 | 양파 | 당근 | 후추 | 마요네즈~ | 식용유 조금 [김치양념] 설탕 | 식초 | 진간장 | 참기름(신김치는 생략),13,15,https://recipe1.ezmember.co.kr/cache/recipe/2017/09/21/a9c092098d5295637201149a445b67af1.jpg
9,4340,사과프리터,튀김,초스피드,과일류,디저트,[재료] 사과 | 녹말가루 | 핫케익가루 | 우유 | 슈가파우더 약간,5,15,https://recipe1.ezmember.co.kr/cache/recipe/2016/10/17/71b6cb7a36a75671a2d207bdd48b403e1.jpg
10,4341,닭가슴살까스,튀김,일상,닭고기,양식,[재료] 훈제닭가슴살 | 계란 | 부침가루 | 빵가루 적당히,4,15,https://recipe1.ezmember.co.kr/cache/recipe/2017/03/28/467b0d2dfd96ae171e36afd5074ab9b11.jpg
4,4342,크림불닭,기타,일상,가공식품류,면/만두,[필수재료] 불닭볶음면 | 감자 | 생크림 | 소금 약간 | 후추 약간,5,30,https://recipe1.ezmember.co.kr/cache/recipe/2018/09/11/94cc6cb1b10dfd5c09fdde23993767fd1.png
8,4343,허니버터오징어,굽기,술안주,건어물류,메인반찬,[재료] 마른오징어나 한치 | 버터 | 꿀 | 맛소금,4,15,https://recipe1.ezmember.co.kr/cache/recipe/2019/02/16/daf189ae977fa0857c67d49f32775b341.jpg
9,4344,야채또띠아,굽기,간식,기타,디저트,[재료] 또띠아 | 대파 약간 | 양파 | 당근 | 피자치즈 (체다치즈가능) 적당량 | 계란 [양념] 설탕 | 소금 [소스] 마요네즈 적당량,9,10,https://recipe1.ezmember.co.kr/cache/recipe/2019/01/23/c2c1b5f5e563da1bb7e8c2bc843ff1191.jpg
17,4345,해물카레우동,끓이기,일상,해물류,면/만두,[재료] 냉동모듬해물 | 감자(중) | 양파(중) | 당근 약간 | 주키니호박(자투리) | 월남건고추 (혹은 페퍼론치노) | 맛술 | 우동면 | 카레가루 | 후추,10,30,https://recipe1.ezmember.co.kr/cache/recipe/2017/11/26/60bffb835b37099277885032b633b2ec1.jpg
7,4346,참치그린샐러드,비빔,일상,가공식품류,샐러드,[재료] 오이 | 상추 | 양상추 | 양파 | 참치캔 한개 | 마요네즈 | 식초 | 올리고당 | 허브솔트 | 파슬리가루,10,15,https://recipe1.ezmember.co.kr/cache/recipe/2017/06/27/733fb00eac766d6a74f13d9e4f7402681.jpg
